Date,Times,SMP
20130625,1h,130.83
20130626,1h,131.68
20130627,1h,133.41
20130628,1h,131.55
20130629,1h,132.58
20130630,1h,132.58
20130701,1h,134.61
20130702,1h,134.83
20130703,1h,134.14
20130704,1h,134.09
20130705,1h,134.28
20130706,1h,135.31
20130707,1h,132.63
20130708,1h,132.93
20130709,1h,135.35
20130710,1h,135.62
20130711,1h,135.7
20130712,1h,135.7
20130713,1h,137.23
20130714,1h,133.6
20130715,1h,130.87
20130716,1h,134.41
20130717,1h,134.45
20130718,1h,134.94
20130719,1h,134.81
20130720,1h,135.81
20130721,1h,137.05
20130722,1h,130.62
20130723,1h,133.7
20130724,1h,133.69
20130725,1h,133.94
20130726,1h,134.73
20130727,1h,135.35
20130728,1h,134.06
20130729,1h,131.08
20130730,1h,133.95
20130731,1h,133.73
20130801,1h,133.0
20130802,1h,132.99
20130803,1h,133.29
20130804,1h,133.59
20130805,1h,130.37
20130806,1h,132.76
20130807,1h,132.39
20130808,1h,132.95
20130809,1h,132.7
20130810,1h,134.38
20130811,1h,131.83
20130812,1h,132.94
20130813,1h,134.56
20130814,1h,135.5
20130815,1h,135.1
20130816,1h,132.86
20130817,1h,134.1
20130818,1h,130.45
20130819,1h,132.68
20130820,1h,134.39
20130821,1h,135.16
20130822,1h,134.68
20130823,1h,135.47
20130824,1h,135.35
20130825,1h,133.02
20130826,1h,133.54
20130827,1h,134.3
20130828,1h,134.51
20130829,1h,134.11
20130830,1h,132.77
20130831,1h,135.09
20130901,1h,134.09
20130902,1h,131.42
20130903,1h,132.43
20130904,1h,134.1
20130905,1h,134.03
20130906,1h,134.03
20130907,1h,133.37
20130908,1h,130.44
20130909,1h,129.39
20130910,1h,132.43
20130911,1h,134.07
20130912,1h,133.94
20130913,1h,132.43
20130914,1h,134.53
20130915,1h,130.31
20130916,1h,129.55
20130917,1h,133.95
20130918,1h,128.34
20130919,1h,45.53
20130920,1h,44.62
20130921,1h,43.12
20130922,1h,127.94
20130923,1h,129.8
20130924,1h,134.28
20130925,1h,133.86
20130926,1h,135.02
20130927,1h,134.31
20130928,1h,136.32
20130929,1h,133.32
20130930,1h,133.43
20131001,1h,164.92
20131002,1h,133.89
20131003,1h,130.73
20131004,1h,128.88
20131005,1h,144.54
20131006,1h,130.88
20131007,1h,128.96
20131008,1h,132.67
20131009,1h,136.61
20131010,1h,131.1
20131011,1h,137.3
20131012,1h,146.34
20131013,1h,131.28
20131014,1h,129.1
20131015,1h,144.2
20131016,1h,133.28
20131017,1h,132.97
20131018,1h,133.03
20131019,1h,144.1
20131020,1h,131.03
20131021,1h,130.88
20131022,1h,137.74
20131023,1h,142.88
20131024,1h,133.51
20131025,1h,132.86
20131026,1h,142.71
20131027,1h,131.27
20131028,1h,130.93
20131029,1h,136.22
20131030,1h,142.94
20131031,1h,144.3
20131101,1h,142.66
20131102,1h,142.56
20131103,1h,129.15
20131104,1h,125.95
20131105,1h,127.71
20131106,1h,128.4
20131107,1h,128.0
20131108,1h,127.51
20131109,1h,136.94
20131110,1h,127.43
20131111,1h,126.66
20131112,1h,127.43
20131113,1h,127.41
20131114,1h,127.44
20131115,1h,128.2
20131116,1h,137.68
20131117,1h,127.93
20131118,1h,134.97
20131119,1h,137.02
20131120,1h,139.11
20131121,1h,136.87
20131122,1h,132.53
20131123,1h,137.18
20131124,1h,129.68
20131125,1h,136.39
20131126,1h,136.58
20131127,1h,138.19
20131128,1h,141.25
20131129,1h,128.52
20131130,1h,145.11
20131201,1h,136.92
20131202,1h,139.22
20131203,1h,137.27
20131204,1h,136.54
20131205,1h,137.99
20131206,1h,136.51
20131207,1h,136.36
20131208,1h,137.36
20131209,1h,139.0
20131210,1h,136.54
20131211,1h,137.08
20131212,1h,136.36
20131213,1h,137.11
20131214,1h,159.08
20131215,1h,146.27
20131216,1h,139.32
20131217,1h,142.31
20131218,1h,143.12
20131219,1h,149.33
20131220,1h,139.54
20131221,1h,150.26
20131222,1h,136.8
20131223,1h,137.0
20131224,1h,144.28
20131225,1h,135.34
20131226,1h,139.33
20131227,1h,149.21
20131228,1h,148.9
20131229,1h,151.88
20131230,1h,136.83
20131231,1h,138.12
20140101,1h,139.81
20140102,1h,137.87
20140103,1h,137.43
20140104,1h,139.89
20140105,1h,146.5
20140106,1h,137.34
20140107,1h,135.83
20140108,1h,140.72
20140109,1h,134.9
20140110,1h,135.37
20140111,1h,138.35
20140112,1h,143.03
20140113,1h,137.69
20140114,1h,153.29
20140115,1h,134.79
20140116,1h,152.31
20140117,1h,135.31
20140118,1h,138.35
20140119,1h,146.21
20140120,1h,134.99
20140121,1h,147.13
20140122,1h,137.72
20140123,1h,137.61
20140124,1h,143.66
20140125,1h,156.52
20140126,1h,146.62
20140127,1h,136.35
20140128,1h,134.82
20140129,1h,134.95
20140130,1h,137.11
20140131,1h,136.27
20140201,1h,138.46
20140202,1h,157.43
20140203,1h,162.91
20140204,1h,161.41
20140205,1h,158.81
20140206,1h,144.53
20140207,1h,144.41
20140208,1h,166.03
20140209,1h,156.15
20140210,1h,146.89
20140211,1h,146.54
20140212,1h,154.41
20140213,1h,143.71
20140214,1h,144.1
20140215,1h,162.35
20140216,1h,157.19
20140217,1h,144.64
20140218,1h,153.1
20140219,1h,146.08
20140220,1h,144.02
20140221,1h,143.68
20140222,1h,162.18
20140223,1h,155.24
20140224,1h,144.66
20140225,1h,144.35
20140226,1h,154.46
20140227,1h,144.61
20140228,1h,144.61
20140301,1h,165.84
20140302,1h,167.6
20140303,1h,155.0
20140304,1h,153.76
20140305,1h,153.63
20140306,1h,162.04
20140307,1h,164.02
20140308,1h,170.26
20140309,1h,171.72
20140310,1h,154.93
20140311,1h,162.05
20140312,1h,164.79
20140313,1h,164.45
20140314,1h,161.91
20140315,1h,169.73
20140316,1h,155.68
20140317,1h,156.42
20140318,1h,162.27
20140319,1h,164.6
20140320,1h,159.21
20140321,1h,153.74
20140322,1h,153.92
20140323,1h,165.73
20140324,1h,153.53
20140325,1h,152.67
20140326,1h,152.95
20140327,1h,151.91
20140328,1h,152.45
20140329,1h,154.8
20140330,1h,164.27
20140331,1h,154.34
20140401,1h,143.4
20140402,1h,144.39
20140403,1h,145.36
20140404,1h,143.43
20140405,1h,143.25
20140406,1h,139.69
20140407,1h,144.61
20140408,1h,142.71
20140409,1h,143.09
20140410,1h,142.85
20140411,1h,142.75
20140412,1h,146.36
20140413,1h,142.9
20140414,1h,144.22
20140415,1h,143.08
20140416,1h,142.6
20140417,1h,142.62
20140418,1h,143.08
20140419,1h,142.08
20140420,1h,140.67
20140421,1h,138.42
20140422,1h,141.63
20140423,1h,141.41
20140424,1h,141.27
20140425,1h,141.62
20140426,1h,143.07
20140427,1h,141.55
20140428,1h,143.53
20140429,1h,143.07
20140430,1h,141.06
20140501,1h,139.49
20140502,1h,134.44
20140503,1h,135.92
20140504,1h,138.7
20140505,1h,133.01
20140506,1h,138.31
20140507,1h,135.33
20140508,1h,138.11
20140509,1h,139.48
20140510,1h,140.25
20140511,1h,138.48
20140512,1h,135.38
20140513,1h,139.28
20140514,1h,140.31
20140515,1h,139.48
20140516,1h,139.41
20140517,1h,139.72
20140518,1h,135.96
20140519,1h,134.26
20140520,1h,138.4
20140521,1h,137.97
20140522,1h,139.8
20140523,1h,135.9
20140524,1h,140.14
20140525,1h,135.14
20140526,1h,134.67
20140527,1h,135.22
20140528,1h,140.03
20140529,1h,135.5
20140530,1h,135.97
20140531,1h,137.58
20140601,1h,132.43
20140602,1h,130.25
20140603,1h,136.62
20140604,1h,134.63
20140605,1h,129.84
20140606,1h,132.93
20140607,1h,132.96
20140608,1h,132.03
20140609,1h,129.97
20140610,1h,133.69
20140611,1h,134.02
20140612,1h,134.03
20140613,1h,134.18
20140614,1h,133.55
20140615,1h,131.75
20140616,1h,125.53
20140617,1h,138.43
20140618,1h,135.41
20140619,1h,133.85
20140620,1h,134.16
20140621,1h,135.26
20140622,1h,132.01
20140623,1h,48.54
20140624,1h,133.73
20140625,1h,135.41
20140626,1h,133.84
20140627,1h,135.3
20140628,1h,134.2
20140629,1h,132.89
20140630,1h,130.39
20140701,1h,134.92
20140702,1h,135.07
20140703,1h,134.99
20140704,1h,134.96
20140705,1h,136.69
20140706,1h,133.45
20140707,1h,131.12
20140708,1h,135.69
20140709,1h,139.56
20140710,1h,139.79
20140711,1h,135.14
20140712,1h,139.1
20140713,1h,134.59
20140714,1h,130.94
20140715,1h,135.23
20140716,1h,134.81
20140717,1h,139.32
20140718,1h,135.3
20140719,1h,138.79
20140720,1h,133.59
20140721,1h,63.37
20140722,1h,134.89
20140723,1h,139.13
20140724,1h,134.89
20140725,1h,134.86
20140726,1h,139.21
20140727,1h,132.75
20140728,1h,128.12
20140729,1h,134.1
20140730,1h,130.99
20140731,1h,132.55
20140801,1h,130.74
20140802,1h,130.91
20140803,1h,129.92
20140804,1h,124.33
20140805,1h,129.38
20140806,1h,130.32
20140807,1h,129.04
20140808,1h,129.0
20140809,1h,130.84
20140810,1h,125.72
20140811,1h,124.47
20140812,1h,127.76
20140813,1h,129.42
20140814,1h,128.96
20140815,1h,129.62
20140816,1h,129.03
20140817,1h,127.42
20140818,1h,63.39
20140819,1h,128.89
20140820,1h,127.93
20140821,1h,127.76
20140822,1h,127.35
20140823,1h,130.67
20140824,1h,127.91
20140825,1h,124.6
20140826,1h,129.31
20140827,1h,129.42
20140828,1h,131.08
20140829,1h,129.61
20140830,1h,130.01
20140831,1h,130.96
20140901,1h,127.61
20140902,1h,132.58
20140903,1h,133.33
20140904,1h,132.44
20140905,1h,132.9
20140906,1h,132.89
20140907,1h,60.62
20140908,1h,43.94
20140909,1h,43.04
20140910,1h,70.52
20140911,1h,129.83
20140912,1h,132.92
20140913,1h,134.34
20140914,1h,134.14
20140915,1h,132.31
20140916,1h,133.09
20140917,1h,133.02
20140918,1h,133.17
20140919,1h,132.99
20140920,1h,133.88
20140921,1h,133.25
20140922,1h,134.15
20140923,1h,133.87
20140924,1h,133.7
20140925,1h,133.6
20140926,1h,133.94
20140927,1h,134.63
20140928,1h,132.12
20140929,1h,129.5
20140930,1h,133.26
20141001,1h,131.3
20141002,1h,129.15
20141003,1h,129.74
20141004,1h,127.85
20141005,1h,127.23
20141006,1h,125.73
20141007,1h,129.22
20141008,1h,128.84
20141009,1h,132.35
20141010,1h,127.94
20141011,1h,128.28
20141012,1h,124.91
20141013,1h,125.47
20141014,1h,129.22
20141015,1h,129.41
20141016,1h,129.41
20141017,1h,128.97
20141018,1h,132.71
20141019,1h,124.81
20141020,1h,129.11
20141021,1h,129.88
20141022,1h,135.53
20141023,1h,129.77
20141024,1h,133.07
20141025,1h,131.48
20141026,1h,127.91
20141027,1h,125.14
20141028,1h,128.82
20141029,1h,128.64
20141030,1h,128.88
20141031,1h,129.4
20141101,1h,132.26
20141102,1h,131.0
20141103,1h,129.2
20141104,1h,130.31
20141105,1h,130.32
20141106,1h,130.05
20141107,1h,129.82
20141108,1h,129.03
20141109,1h,135.36
20141110,1h,125.62
20141111,1h,130.01
20141112,1h,130.36
20141113,1h,130.09
20141114,1h,129.88
20141115,1h,133.14
20141116,1h,135.49
20141117,1h,136.3
20141118,1h,134.27
20141119,1h,134.23
20141120,1h,134.3
20141121,1h,135.43
20141122,1h,132.39
20141123,1h,138.15
20141124,1h,135.98
20141125,1h,135.12
20141126,1h,131.66
20141127,1h,130.44
20141128,1h,131.82
20141129,1h,130.63
20141130,1h,133.74
20141201,1h,135.73
20141202,1h,141.52
20141203,1h,140.36
20141204,1h,142.47
20141205,1h,144.47
20141206,1h,145.17
20141207,1h,146.43
20141208,1h,142.64
20141209,1h,143.16
20141210,1h,143.84
20141211,1h,145.81
20141212,1h,142.37
20141213,1h,144.04
20141214,1h,146.98
20141215,1h,141.86
20141216,1h,144.34
20141217,1h,145.92
20141218,1h,142.6
20141219,1h,142.89
20141220,1h,146.14
20141221,1h,148.35
20141222,1h,144.85
20141223,1h,145.96
20141224,1h,143.43
20141225,1h,145.66
20141226,1h,145.2
20141227,1h,144.21
20141228,1h,143.13
20141229,1h,143.79
20141230,1h,143.78
20141231,1h,144.29
20150101,1h,145.68
20150102,1h,144.09
20150103,1h,139.6
20150104,1h,142.24
20150105,1h,141.85
20150106,1h,143.25
20150107,1h,139.59
20150108,1h,139.91
20150109,1h,138.17
20150110,1h,141.14
20150111,1h,143.27
20150112,1h,140.7
20150113,1h,139.23
20150114,1h,139.62
20150115,1h,140.19
20150116,1h,142.19
20150117,1h,143.6
20150118,1h,142.75
20150119,1h,141.54
20150120,1h,142.06
20150121,1h,140.93
20150122,1h,138.12
20150123,1h,140.93
20150124,1h,138.65
20150125,1h,141.43
20150126,1h,140.68
20150127,1h,138.29
20150128,1h,140.28
20150129,1h,139.84
20150130,1h,138.17
20150131,1h,142.47
20150201,1h,128.73
20150202,1h,126.39
20150203,1h,125.0
20150204,1h,128.54
20150205,1h,127.57
20150206,1h,125.33
20150207,1h,128.34
20150208,1h,129.45
20150209,1h,125.42
20150210,1h,125.73
20150211,1h,127.37
20150212,1h,127.37
20150213,1h,127.26
20150214,1h,126.93
20150215,1h,129.18
20150216,1h,126.64
20150217,1h,127.5
20150218,1h,124.62
20150219,1h,123.18
20150220,1h,61.29
20150221,1h,126.88
20150222,1h,128.87
20150223,1h,126.61
20150224,1h,125.73
20150225,1h,125.74
20150226,1h,125.53
20150227,1h,125.95
20150228,1h,124.16
20150301,1h,122.76
20150302,1h,116.2
20150303,1h,117.59
20150304,1h,118.84
20150305,1h,117.18
20150306,1h,118.79
20150307,1h,120.12
20150308,1h,124.21
20150309,1h,121.54
20150310,1h,120.97
20150311,1h,119.04
20150312,1h,119.3
20150313,1h,119.94
20150314,1h,121.84
20150315,1h,123.05
20150316,1h,118.45
20150317,1h,118.06
20150318,1h,117.11
20150319,1h,116.07
20150320,1h,115.14
20150321,1h,115.58
20150322,1h,118.1
20150323,1h,116.17
20150324,1h,114.98
20150325,1h,114.58
20150326,1h,115.01
20150327,1h,115.13
20150328,1h,115.12
20150329,1h,115.91
20150330,1h,114.7
20150331,1h,113.05
20150401,1h,102.28
20150402,1h,102.28
20150403,1h,102.41
20150404,1h,107.47
20150405,1h,105.53
20150406,1h,103.25
20150407,1h,103.85
20150408,1h,104.47
20150409,1h,105.13
20150410,1h,104.32
20150411,1h,104.32
20150412,1h,102.44
20150413,1h,102.45
20150414,1h,103.62
20150415,1h,102.29
20150416,1h,102.28
20150417,1h,101.32
20150418,1h,101.39
20150419,1h,100.62
20150420,1h,99.25
20150421,1h,102.41
20150422,1h,102.41
20150423,1h,102.45
20150424,1h,102.62
20150425,1h,100.2
20150426,1h,108.22
20150427,1h,97.35
20150428,1h,101.33
20150429,1h,101.33
20150430,1h,102.2
20150501,1h,93.2
20150502,1h,93.93
20150503,1h,100.57
20150504,1h,91.75
20150505,1h,100.71
20150506,1h,91.29
20150507,1h,93.5
20150508,1h,93.54
20150509,1h,96.8
20150510,1h,90.74
20150511,1h,90.94
20150512,1h,93.54
20150513,1h,93.74
20150514,1h,97.58
20150515,1h,96.48
20150516,1h,97.6
20150517,1h,93.08
20150518,1h,90.91
20150519,1h,96.47
20150520,1h,93.5
20150521,1h,93.23
20150522,1h,93.3
20150523,1h,96.8
20150524,1h,93.1
20150525,1h,92.73
20150526,1h,90.47
20150527,1h,97.58
20150528,1h,98.07
20150529,1h,98.04
20150530,1h,95.16
20150531,1h,93.2
20150601,1h,82.52
20150602,1h,84.36
20150603,1h,83.43
20150604,1h,83.39
20150605,1h,83.41
20150606,1h,83.96
20150607,1h,82.53
20150608,1h,80.8
20150609,1h,83.47
20150610,1h,83.38
20150611,1h,82.46
20150612,1h,82.33
20150613,1h,85.17
20150614,1h,80.79
20150615,1h,61.16
20150616,1h,83.06
20150617,1h,82.39
20150618,1h,82.24
20150619,1h,83.06
20150620,1h,84.74
20150621,1h,81.79
20150622,1h,80.18
20150623,1h,82.0
20150624,1h,82.44
20150625,1h,81.96
20150626,1h,81.72
20150627,1h,82.14
20150628,1h,79.59
20150629,1h,38.97
20150630,1h,80.86
20150701,1h,82.12
20150702,1h,81.92
20150703,1h,81.96
20150704,1h,80.95
20150705,1h,79.25
20150706,1h,37.49
20150707,1h,82.17
20150708,1h,80.8
20150709,1h,80.67
20150710,1h,82.15
20150711,1h,81.86
20150712,1h,50.61
20150713,1h,37.57
20150714,1h,81.77
20150715,1h,82.04
20150716,1h,81.22
20150717,1h,81.05
20150718,1h,81.28
20150719,1h,80.55
20150720,1h,37.54
20150721,1h,80.74
20150722,1h,82.17
20150723,1h,81.9
20150724,1h,81.8
20150725,1h,80.75
20150726,1h,80.45
20150727,1h,38.6
20150728,1h,82.05
20150729,1h,82.07
20150730,1h,82.64
20150731,1h,82.09
20150801,1h,86.38
20150802,1h,85.92
20150803,1h,61.6
20150804,1h,83.76
20150805,1h,84.4
20150806,1h,84.6
20150807,1h,86.61
20150808,1h,88.93
20150809,1h,88.36
20150810,1h,85.04
20150811,1h,86.58
20150812,1h,86.98
20150813,1h,88.07
20150814,1h,87.84
20150815,1h,88.24
20150816,1h,88.16
20150817,1h,86.86
20150818,1h,87.03
20150819,1h,87.36
20150820,1h,87.0
20150821,1h,87.04
20150822,1h,91.91
20150823,1h,89.24
20150824,1h,86.62
20150825,1h,86.97
20150826,1h,86.91
20150827,1h,86.98
20150828,1h,86.51
20150829,1h,90.77
20150830,1h,88.16
20150831,1h,86.61
20150901,1h,89.89
20150902,1h,90.37
20150903,1h,91.06
20150904,1h,91.66
20150905,1h,96.6
20150906,1h,94.19
20150907,1h,91.79
20150908,1h,91.64
20150909,1h,92.15
20150910,1h,92.51
20150911,1h,92.56
20150912,1h,96.98
20150913,1h,94.62
20150914,1h,92.53
20150915,1h,91.64
20150916,1h,91.62
20150917,1h,91.47
20150918,1h,91.11
20150919,1h,92.86
20150920,1h,92.71
20150921,1h,89.13
20150922,1h,91.45
20150923,1h,91.66
20150924,1h,91.65
20150925,1h,91.67
20150926,1h,59.8
20150927,1h,39.37
20150928,1h,38.48
20150929,1h,37.82
20150930,1h,60.46
20151001,1h,95.81
20151002,1h,95.99
20151003,1h,108.56
20151004,1h,92.3
20151005,1h,90.61
20151006,1h,93.62
20151007,1h,95.93
20151008,1h,96.0
20151009,1h,96.35
20151010,1h,97.63
20151011,1h,96.28
20151012,1h,92.1
20151013,1h,112.96
20151014,1h,96.45
20151015,1h,96.49
20151016,1h,96.5
20151017,1h,96.29
20151018,1h,94.73
20151019,1h,93.61
20151020,1h,96.06
20151021,1h,96.08
20151022,1h,96.67
20151023,1h,95.96
20151024,1h,97.86
20151025,1h,107.61
20151026,1h,95.28
20151027,1h,93.8
20151028,1h,95.16
20151029,1h,93.85
20151030,1h,95.19
20151031,1h,96.0
20151101,1h,90.25
20151102,1h,88.68
20151103,1h,91.29
20151104,1h,91.4
20151105,1h,92.27
20151106,1h,93.65
20151107,1h,95.28
20151108,1h,90.59
20151109,1h,91.59
20151110,1h,93.26
20151111,1h,93.88
20151112,1h,93.2
20151113,1h,93.47
20151114,1h,91.55
20151115,1h,97.63
20151116,1h,90.85
20151117,1h,92.26
20151118,1h,93.64
20151119,1h,93.59
20151120,1h,94.03
20151121,1h,94.74
20151122,1h,95.83
20151123,1h,91.36
20151124,1h,109.46
20151125,1h,92.87
20151126,1h,92.11
20151127,1h,91.9
20151128,1h,97.05
20151129,1h,97.76
20151130,1h,89.67
20151201,1h,93.34
20151202,1h,92.88
20151203,1h,94.55
20151204,1h,94.95
20151205,1h,105.84
20151206,1h,101.06
20151207,1h,95.48
20151208,1h,93.12
20151209,1h,93.14
20151210,1h,93.15
20151211,1h,93.31
20151212,1h,94.88
20151213,1h,95.62
20151214,1h,94.5
20151215,1h,93.02
20151216,1h,109.08
20151217,1h,93.15
20151218,1h,92.81
20151219,1h,95.17
20151220,1h,95.87
20151221,1h,92.99
20151222,1h,95.1
20151223,1h,94.95
20151224,1h,93.75
20151225,1h,96.34
20151226,1h,96.04
20151227,1h,96.66
20151228,1h,90.35
20151229,1h,93.84
20151230,1h,94.13
20151231,1h,94.36
20160101,1h,88.22
20160102,1h,88.25
20160103,1h,88.52
20160104,1h,87.05
20160105,1h,89.4
20160106,1h,87.23
20160107,1h,89.4
20160108,1h,89.4
20160109,1h,89.46
20160110,1h,88.24
20160111,1h,88.9
20160112,1h,89.4
20160113,1h,88.34
20160114,1h,89.4
20160115,1h,89.65
20160116,1h,91.22
20160117,1h,90.91
20160118,1h,90.8
20160119,1h,91.69
20160120,1h,89.4
20160121,1h,92.95
20160122,1h,89.98
20160123,1h,91.22
20160124,1h,93.64
20160125,1h,89.4
20160126,1h,89.98
20160127,1h,90.0
20160128,1h,92.95
20160129,1h,91.08
20160130,1h,90.98
20160131,1h,90.67
20160201,1h,88.89
20160202,1h,92.04
20160203,1h,92.04
20160204,1h,89.4
20160205,1h,88.93
20160206,1h,88.8
20160207,1h,93.16
20160208,1h,73.99
20160209,1h,64.06
20160210,1h,73.72
20160211,1h,89.98
20160212,1h,91.31
20160213,1h,91.43
20160214,1h,91.93
20160215,1h,90.8
20160216,1h,88.89
20160217,1h,89.4
20160218,1h,89.21
20160219,1h,87.65
20160220,1h,89.99
20160221,1h,88.79
20160222,1h,89.04
20160223,1h,89.13
20160224,1h,89.13
20160225,1h,88.89
20160226,1h,89.9
20160227,1h,89.52
20160228,1h,92.33
20160229,1h,88.89
20160301,1h,92.09
20160302,1h,88.03
20160303,1h,87.53
20160304,1h,87.23
20160305,1h,89.74
20160306,1h,91.03
20160307,1h,88.9
20160308,1h,87.46
20160309,1h,87.25
20160310,1h,86.86
20160311,1h,86.99
20160312,1h,90.58
20160313,1h,85.85
20160314,1h,85.64
20160315,1h,89.35
20160316,1h,86.3
20160317,1h,86.14
20160318,1h,85.98
20160319,1h,84.48
20160320,1h,84.29
20160321,1h,85.31
20160322,1h,85.98
20160323,1h,85.98
20160324,1h,85.98
20160325,1h,85.98
20160326,1h,84.47
20160327,1h,83.77
20160328,1h,84.31
20160329,1h,84.81
20160330,1h,84.7
20160331,1h,85.98
20160401,1h,73.83
